ID,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1505,17,2,1,6.6,5,91,4,1.2,8,10,3,1,1.9,110,18,2.3,0.9,1.4,9,5.2,10.0
1506,19,1,3,5.6,9,63,5,1.2,7,9,6,1,1.2,68,10,2.7,2.9,2.2,1,5.7,10.0
1507,13,0,1,6.3,6,72,1,0.0,7,8,8,1,0.8,38,9,2.9,0.8,0.7,7,4.8,9.4
1508,18,1,1,7.2,6,62,6,1.2,2,9,2,0,1.1,108,6,2.6,1.5,0.5,10,7.5,10.0
1509,16,1,3,3.2,3,90,1,0.8,8,6,7,1,1.2,76,8,3.9,2.6,0.5,5,2.5,10.0
1510,15,1,0,0.0,6,88,4,0.1,8,6,7,0,0.8,107,12,3.9,2.8,0.7,4,7.6,7.8
1511,14,1,4,6.0,8,67,9,0.9,4,7,8,0,1.0,144,16,2.0,2.0,1.5,2,4.2,10.0
1512,17,0,5,5.5,5,54,8,0.8,4,7,1,1,1.3,54,13,1.5,1.7,1.0,4,4.0,9.5
1513,13,1,5,8.9,7,90,0,0.6,4,9,3,1,1.0,110,10,3.4,0.8,1.2,2,5.8,10.0
1514,13,0,4,5.0,6,90,8,1.7,10,7,1,1,0.3,29,7,2.4,0.8,2.1,1,7.7,7.2
1515,19,1,3,4.1,6,92,5,0.8,1,2,6,1,1.8,39,13,1.5,3.2,1.4,3,5.5,8.7
1516,15,0,4,0.9,5,92,8,1.2,8,1,1,1,1.5,119,14,2.6,1.9,0.0,7,8.3,7.7
1517,18,2,3,3.7,7,54,7,0.2,8,7,7,0,0.5,21,19,3.0,0.7,0.3,4,6.1,7.9
1518,17,0,4,5.1,5,82,5,1.9,7,1,3,0,0.9,63,18,1.9,2.4,0.4,10,7.1,10.0
1519,18,2,2,4.6,3,72,2,0.0,8,4,7,1,1.5,43,10,4.9,2.2,1.0,9,6.0,10.0
1520,16,1,3,3.0,6,92,6,1.2,5,1,10,1,0.7,113,11,1.9,0.7,1.1,5,9.2,6.9
1521,15,0,4,5.1,7,71,4,1.4,6,9,10,0,1.6,146,9,1.6,3.3,0.5,3,3.0,10.0
1522,19,0,0,5.5,3,90,6,0.9,8,3,4,1,1.7,57,12,2.0,0.5,1.1,6,2.5,10.0
1523,19,1,1,3.5,5,62,3,1.2,10,10,2,1,0.5,47,17,1.9,0.5,0.4,2,7.1,7.5
1524,16,0,3,6.1,7,88,9,1.6,9,8,3,0,0.0,66,20,3.5,1.6,1.7,10,7.6,10.0
1525,18,0,2,7.1,6,64,9,0.1,5,5,10,0,1.3,54,15,1.9,1.8,0.8,2,4.8,10.0
1526,15,2,4,7.7,6,64,7,0.1,3,10,7,0,0.2,76,5,2.4,0.3,1.3,5,4.5,9.7
1527,18,0,4,4.7,8,91,3,2.2,7,6,6,1,1.3,134,18,0.8,0.7,0.8,3,7.3,8.3
1528,14,0,0,3.7,6,77,2,2.2,8,8,8,1,1.1,94,14,1.4,0.5,1.3,7,4.7,7.2
1529,19,0,0,2.5,5,67,0,2.0,1,8,1,0,0.5,113,11,3.0,2.2,2.6,3,7.8,9.4
1530,17,0,3,1.6,6,55,10,0.5,8,9,10,1,0.3,92,16,3.4,1.7,1.5,2,3.5,8.5
1531,16,2,0,6.2,10,74,0,1.8,4,2,4,1,0.5,134,18,0.8,1.6,0.6,10,7.4,9.9
1532,13,2,4,2.6,6,82,1,1.9,4,2,2,0,2.4,98,14,1.5,0.0,0.4,3,7.2,5.5
1533,17,0,2,4.9,5,89,5,0.2,5,9,9,1,0.6,67,9,3.9,0.9,1.4,8,7.3,10.0
1534,18,0,1,5.6,6,95,2,0.6,4,1,2,1,1.1,52,17,0.7,0.5,0.4,4,7.9,8.1
1535,18,0,3,6.2,7,98,8,1.5,5,9,5,0,0.9,36,7,2.8,3.0,1.7,5,9.3,10.0
1536,16,0,2,0.9,5,63,3,0.9,4,9,6,1,0.8,134,10,1.5,1.8,0.4,5,6.5,6.1
1537,17,1,1,0.0,7,85,3,0.0,8,4,10,0,0.7,99,15,1.9,1.7,0.8,4,5.3,5.0
1538,14,1,0,2.4,5,86,4,0.8,4,6,3,0,0.8,96,13,2.1,3.7,0.5,5,11.2,10.0
1539,13,1,4,3.1,7,80,8,0.6,3,4,5,1,1.7,127,5,5.0,0.9,1.3,5,5.3,8.7
1540,17,2,4,3.3,4,68,5,1.3,3,7,9,1,1.8,90,5,2.7,2.0,0.4,6,8.5,8.5
1541,15,1,2,6.0,6,85,3,1.1,5,4,2,0,2.0,61,6,3.8,1.7,1.6,7,2.3,10.0
1542,18,1,1,5.2,8,87,0,1.1,6,10,1,1,0.2,80,12,1.2,1.4,1.7,10,4.6,7.5
1543,18,1,2,5.8,6,69,3,0.8,8,7,7,1,0.0,22,8,5.0,1.5,1.2,5,9.1,10.0
1544,18,1,1,3.8,4,95,2,0.0,2,8,2,0,1.1,24,5,3.5,1.5,0.3,5,8.8,8.2
1545,13,0,4,7.4,4,77,0,0.0,1,1,1,0,1.0,133,20,1.8,0.1,0.1,10,9.3,10.0
1546,19,1,1,5.6,7,55,3,0.4,7,1,8,1,1.1,24,8,1.3,0.9,0.8,7,3.5,6.4
1547,17,2,3,3.8,4,84,1,3.3,8,5,7,1,0.7,56,11,2.5,1.0,0.4,4,7.2,8.3
1548,13,0,5,2.4,3,84,1,0.0,10,5,6,1,0.8,106,5,2.5,2.6,1.8,7,8.8,8.7
1549,19,0,2,9.1,6,71,3,0.0,4,4,3,0,0.1,22,14,2.8,1.8,1.7,6,4.4,10.0
1550,13,2,0,10.3,7,98,1,0.0,1,10,1,1,0.2,70,16,1.6,2.9,1.1,3,7.4,10.0
1551,13,1,0,7.5,4,90,1,1.8,8,7,3,1,1.4,66,19,1.1,0.0,0.6,8,7.3,10.0
1552,18,2,5,5.0,7,61,4,1.3,4,10,5,0,1.5,89,9,2.0,4.0,0.4,5,6.9,10.0
1553,18,0,4,5.3,5,86,8,0.1,1,8,9,0,0.7,60,5,2.6,1.9,1.1,1,7.7,9.3
1554,13,0,3,3.5,7,66,10,0.0,4,4,7,0,1.2,50,15,3.0,1.5,0.6,8,2.4,8.0
1555,18,0,4,3.9,6,84,6,1.8,9,2,9,0,1.1,87,20,2.5,2.5,0.7,9,2.4,10.0
1556,15,1,3,9.3,6,93,6,1.4,7,10,8,0,1.3,66,17,3.6,2.5,1.7,9,4.9,10.0
1557,15,2,4,2.1,8,53,1,1.7,5,3,3,0,0.5,22,8,2.3,0.6,0.0,6,3.5,2.6
1558,13,1,4,0.3,4,54,3,3.4,6,1,5,1,1.1,47,18,2.5,2.4,1.3,9,3.3,7.5
1559,14,2,4,2.5,7,72,5,1.1,7,2,3,1,1.8,85,16,2.6,3.2,0.8,6,5.0,9.7
1560,14,0,1,4.2,5,82,2,1.0,7,1,8,1,0.6,72,9,3.3,1.7,1.4,1,3.2,9.9
1561,18,1,3,4.3,5,81,7,0.0,9,2,10,0,1.2,80,11,3.1,1.4,0.0,2,6.3,10.0
1562,19,0,0,7.7,4,53,5,0.6,10,10,5,1,0.4,85,9,2.9,2.1,1.4,4,5.1,10.0
1563,17,1,2,1.7,5,94,7,1.8,4,2,9,1,1.4,97,14,2.6,0.6,1.1,7,8.1,6.7
1564,19,1,1,5.5,6,50,9,1.7,7,8,3,0,1.1,49,12,1.0,1.6,0.0,2,11.2,8.4
1565,13,2,3,5.5,9,73,9,0.0,10,7,5,1,1.1,148,13,1.9,2.1,1.5,8,7.1,10.0
1566,15,1,5,6.6,8,89,3,1.5,5,7,2,1,0.2,128,9,1.7,4.0,1.1,9,7.3,10.0
1567,16,0,4,5.3,3,79,4,2.1,1,3,7,1,0.9,74,14,3.8,2.1,1.1,3,3.4,10.0
1568,19,1,4,2.5,4,51,7,1.1,9,10,6,0,1.3,78,11,2.5,1.9,1.9,9,4.3,8.5
1569,14,0,4,5.4,7,100,7,1.9,2,4,9,1,1.3,139,20,3.4,1.9,0.9,5,8.9,10.0
1570,19,1,2,4.4,3,92,7,1.5,9,9,1,0,1.1,41,13,2.7,3.0,0.7,4,10.4,10.0
1571,19,0,0,2.8,3,58,9,0.0,10,7,6,1,0.5,35,12,1.8,2.1,0.3,9,6.6,8.3
1572,14,2,5,3.6,6,72,7,2.1,4,10,1,1,0.2,64,8,2.4,0.0,0.4,4,5.8,5.8
1573,17,0,1,7.0,5,52,5,1.6,1,4,2,0,0.5,66,18,2.7,2.0,0.6,3,4.1,10.0
1574,19,0,0,4.4,6,53,7,0.4,2,5,2,1,0.8,92,8,3.6,2.4,1.8,4,6.3,10.0
1575,19,0,5,3.3,5,97,7,1.0,8,7,4,1,0.3,123,17,1.4,2.2,0.5,1,7.4,10.0
1576,18,0,4,1.7,6,59,7,1.0,6,8,10,1,1.9,149,6,2.2,3.2,1.7,7,8.3,7.8
1577,16,0,3,4.4,6,84,0,1.3,2,9,7,0,1.1,148,10,3.0,1.5,0.5,10,5.6,10.0
1578,13,2,1,6.6,7,66,8,0.0,8,5,1,1,1.8,71,18,2.2,1.3,0.0,7,5.9,10.0
1579,19,0,3,4.9,9,96,3,0.0,1,5,10,1,1.4,114,19,2.1,2.7,1.1,8,6.0,10.0
1580,19,1,0,7.2,7,99,9,3.0,2,10,9,0,1.0,30,7,0.0,1.2,1.3,4,5.7,6.7
1581,13,2,4,0.9,7,67,1,0.9,2,2,4,0,1.4,62,11,3.1,0.0,1.8,9,4.2,3.5
1582,14,0,3,7.1,5,78,8,2.2,5,10,7,0,1.3,64,6,2.5,3.2,0.0,3,7.8,10.0
1583,18,1,0,6.4,4,81,0,2.5,5,8,1,0,0.5,56,15,2.8,3.2,1.0,9,6.1,10.0
1584,13,0,1,4.2,5,77,1,0.2,1,7,1,0,1.7,119,11,1.1,0.5,2.1,8,5.8,7.8
1585,18,0,1,1.4,7,55,5,1.3,9,2,3,1,0.9,73,19,1.9,0.5,0.4,9,7.2,5.4
1586,14,2,5,5.4,4,64,5,1.6,8,2,2,0,1.3,20,16,3.4,3.2,1.0,2,7.8,10.0
1587,14,1,5,4.8,6,80,2,1.3,6,5,2,0,0.8,103,19,2.5,2.2,1.4,8,11.5,10.0
1588,15,0,4,6.9,8,81,0,2.1,2,5,5,0,1.3,131,7,3.6,0.6,2.0,3,4.5,10.0
1589,17,2,0,8.3,6,54,3,0.6,3,5,6,0,0.5,96,12,1.6,3.3,1.0,8,7.7,10.0
1590,14,0,5,8.8,5,81,8,0.8,10,9,7,1,0.1,133,5,1.6,2.1,1.5,1,9.3,10.0
1591,19,0,1,6.3,5,88,2,0.0,6,5,8,0,0.0,68,10,1.9,1.0,0.8,5,3.1,9.8
1592,17,0,1,5.1,6,55,4,2.1,8,3,10,1,0.7,75,17,2.5,2.8,0.0,9,8.2,10.0
1593,19,0,0,5.3,5,53,5,0.4,6,9,6,0,0.4,35,17,1.0,2.0,0.2,5,5.8,9.4
1594,16,1,1,5.4,4,72,3,1.7,6,4,6,0,1.4,45,13,2.6,1.2,0.5,10,4.1,10.0
1595,15,2,1,8.5,5,62,7,0.5,10,4,6,0,1.7,33,5,4.4,0.4,1.5,6,3.7,10.0
1596,16,0,3,5.4,7,87,0,0.1,3,10,5,0,0.6,63,10,2.8,0.9,1.2,2,5.2,8.8
1597,13,0,3,3.3,7,62,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,6,1.9,7.1
1598,13,0,3,3.0,6,72,7,1.4,6,3,8,0,0.0,69,15,3.3,1.2,1.8,7,3.6,8.8
1599,19,0,2,6.9,7,89,1,0.8,2,1,1,1,1.7,142,5,1.7,0.7,0.7,8,3.9,9.5
1600,13,2,2,4.7,6,93,4,0.0,10,3,9,1,1.1,38,19,3.0,0.2,1.6,2,5.8,9.5
1601,19,1,0,4.9,6,71,8,1.8,2,5,8,0,1.0,64,11,1.0,0.0,1.2,8,5.0,6.3
1602,15,1,2,1.8,6,56,10,0.7,2,7,7,1,0.7,100,18,4.9,1.4,0.3,7,2.4,10.0
1603,18,1,3,8.2,5,94,5,2.1,9,7,10,0,0.4,143,17,2.2,1.6,0.0,8,9.4,10.0
1604,13,2,5,5.5,7,73,1,1.1,2,1,5,1,0.2,147,16,1.8,1.2,0.8,5,5.7,10.0
1605,19,1,4,5.7,8,66,7,2.5,6,1,5,0,1.4,34,17,3.3,3.1,0.4,7,4.4,10.0
1606,15,0,3,5.4,8,70,4,1.1,10,5,6,1,0.7,135,18,2.3,1.7,1.1,2,6.4,10.0
1607,14,2,3,6.6,8,82,4,2.7,5,2,2,1,0.9,25,7,2.5,2.9,0.5,9,8.7,9.9
1608,16,1,5,7.0,7,58,0,0.3,4,9,6,0,1.0,56,9,1.7,0.8,1.5,3,9.5,8.7
1609,14,2,2,3.7,8,93,7,0.8,9,5,1,0,1.5,28,9,4.1,0.2,2.6,5,3.7,6.2
1610,13,2,4,4.3,6,88,5,0.9,5,3,4,1,1.3,96,11,1.9,0.0,1.1,5,5.6,7.0
1611,13,2,5,6.9,7,53,8,2.1,4,7,8,1,0.1,85,13,1.5,2.6,0.8,10,5.5,10.0
1612,13,2,4,5.1,4,89,9,0.1,8,6,2,1,0.9,133,6,4.5,2.4,1.3,1,7.9,10.0
1613,13,2,5,5.0,7,65,10,0.9,8,7,9,0,1.9,22,15,1.2,1.3,1.4,7,5.8,7.4
1614,16,2,5,7.2,4,58,1,0.0,3,3,1,1,0.0,120,6,3.0,3.9,0.0,9,8.8,10.0
1615,16,0,5,5.8,4,75,2,2.4,4,10,10,1,1.2,36,16,4.1,1.5,2.0,10,7.2,10.0
1616,17,0,2,2.7,6,93,5,0.6,10,9,8,1,1.3,118,15,3.1,1.2,1.7,5,7.1,9.3
1617,16,1,1,3.8,6,98,9,1.6,7,6,5,0,1.4,68,19,2.6,0.6,1.3,7,6.6,8.7
1618,16,1,0,5.3,6,50,1,1.9,8,6,4,1,1.8,132,6,1.6,2.1,0.9,3,5.0,9.7
1619,13,1,2,4.4,5,95,5,0.0,3,1,5,0,0.9,68,6,0.7,2.9,1.6,1,4.2,7.7
1620,17,2,3,4.2,7,91,1,0.0,7,3,2,0,1.5,75,7,2.8,1.1,1.8,3,8.5,7.1
1621,18,0,0,4.0,7,75,0,0.2,4,8,10,1,1.4,118,17,1.0,0.1,1.6,3,5.4,7.4
1622,17,1,5,4.6,4,52,5,1.5,1,2,7,1,0.7,40,16,1.7,0.9,0.4,6,6.8,9.2
1623,15,2,5,3.2,6,91,2,0.0,9,2,2,1,0.1,123,15,3.9,1.2,0.7,9,6.0,10.0
1624,15,2,4,7.6,7,84,9,0.1,4,5,8,1,1.2,134,8,1.9,0.9,0.2,9,6.9,10.0
1625,19,2,4,6.2,4,100,9,1.8,3,6,3,1,2.1,135,10,2.2,0.6,0.0,3,8.4,10.0
1626,17,1,0,5.7,5,64,5,0.0,5,8,1,0,1.1,93,8,2.1,2.3,0.7,9,9.0,10.0
1627,18,2,0,4.4,7,81,9,0.4,1,6,6,1,0.0,144,6,2.0,1.1,0.0,3,9.1,7.7
1628,13,1,0,5.1,7,75,10,0.2,8,5,9,1,0.9,68,9,2.0,1.0,0.5,5,7.0,7.8
1629,15,2,3,2.3,9,67,5,0.7,9,9,3,0,1.7,138,13,1.8,1.0,1.6,9,7.3,5.7
1630,16,1,4,4.3,7,60,10,2.4,7,2,5,1,0.8,144,15,2.9,0.7,1.4,3,3.1,10.0
1631,17,1,2,4.4,5,59,10,0.3,10,4,10,0,0.7,40,6,0.8,1.4,0.8,9,2.6,5.9
1632,19,0,5,4.5,8,64,8,0.7,8,7,3,0,0.1,106,7,3.5,1.5,0.4,3,6.9,8.9
1633,16,0,3,6.9,6,50,0,3.0,2,1,1,1,1.0,68,10,2.4,3.0,1.4,4,9.5,10.0
1634,18,2,5,2.8,8,57,10,1.3,5,5,8,0,1.5,62,15,5.0,1.2,0.5,10,5.6,9.2
1635,16,0,1,6.8,8,59,3,0.9,10,6,5,0,1.4,105,17,2.8,0.7,2.1,7,6.0,10.0
1636,15,0,2,4.9,5,64,10,0.7,2,9,4,0,1.4,109,8,1.1,3.5,1.2,1,2.9,10.0
1637,15,0,1,4.6,3,61,5,0.5,2,9,9,0,1.7,108,17,2.6,0.7,1.8,4,6.0,10.0
1638,14,0,5,5.2,7,100,0,0.3,10,2,4,0,1.2,118,20,3.3,1.5,1.4,3,7.9,10.0
1639,18,2,5,2.1,6,90,2,1.0,10,6,5,1,1.9,28,18,4.0,0.6,1.7,10,7.3,7.5
1640,17,2,0,5.0,5,65,3,0.0,10,1,7,1,2.1,98,8,3.0,0.0,1.0,1,12.3,8.8
1641,13,0,0,4.9,5,92,10,0.3,9,6,6,0,1.7,139,9,3.8,1.8,1.4,4,5.8,10.0
1642,14,0,3,6.6,9,88,3,0.0,6,9,2,1,1.2,102,10,1.6,2.9,1.0,4,6.8,10.0
1643,15,0,3,1.5,8,52,0,0.5,9,6,8,1,1.5,107,12,1.5,2.2,0.3,10,4.6,5.6
1644,13,0,1,6.3,3,60,6,0.9,1,5,10,0,0.6,30,16,2.3,0.2,1.0,10,7.7,10.0
1645,17,1,5,5.7,4,99,10,1.7,2,1,8,0,0.6,133,17,4.2,2.8,1.0,7,2.1,10.0
1646,14,1,4,4.6,5,66,4,0.0,2,5,6,1,0.7,144,6,3.8,1.9,0.7,9,9.2,10.0
1647,16,1,1,5.7,4,51,4,0.6,4,1,3,1,0.8,59,17,1.4,0.8,0.1,1,4.5,10.0
1648,13,2,2,3.3,6,96,7,1.0,4,4,8,0,1.7,141,8,1.3,2.5,0.7,3,9.7,8.4
1649,15,0,5,4.3,6,54,7,1.0,5,6,9,1,1.2,81,19,1.2,0.9,1.8,7,6.5,8.6
1650,16,1,2,8.0,4,86,10,1.1,1,9,10,0,1.2,96,16,3.8,2.3,1.0,2,7.7,10.0
1651,13,2,2,5.1,5,68,0,1.2,2,4,8,0,1.3,110,12,3.2,1.5,1.8,3,4.7,10.0
1652,13,0,1,6.0,6,96,2,1.5,7,2,7,0,1.0,112,9,3.5,1.9,1.3,9,5.7,10.0
1653,16,2,5,6.8,5,89,7,2.0,7,1,5,1,1.6,25,8,2.7,2.1,1.8,7,6.8,10.0
1654,13,0,4,6.3,3,84,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,1,1.9,9.4
1655,16,2,0,0.4,5,81,3,1.3,5,5,4,1,0.5,22,5,1.8,2.1,1.1,6,8.3,3.1
1656,13,0,5,7.0,5,72,0,0.9,3,8,6,1,1.5,145,17,4.0,1.9,1.9,9,5.0,10.0
1657,18,0,2,4.6,6,89,0,1.3,1,1,10,0,0.9,105,11,2.1,2.5,0.8,1,6.9,10.0
1658,14,1,2,2.7,7,70,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,9,5.4,10.0
1659,16,1,5,2.7,8,74,10,1.0,7,8,2,1,1.7,58,16,0.9,1.8,1.8,4,5.2,5.5
1660,18,1,2,6.8,5,55,9,0.0,9,7,1,0,1.4,144,10,1.7,0.5,0.1,3,6.5,10.0
1661,16,1,1,3.8,4,91,3,1.8,4,10,7,1,1.9,138,12,2.6,0.0,0.8,7,3.4,9.1
1662,13,1,1,4.4,7,82,10,1.8,8,5,10,1,0.4,146,17,3.5,0.6,0.3,10,4.2,10.0
1663,13,2,2,4.2,7,53,1,0.7,1,6,6,1,0.4,85,18,3.1,0.5,1.1,6,5.3,9.6
1664,14,2,3,5.7,5,97,1,1.5,5,5,5,0,1.9,59,19,2.3,2.3,1.0,1,9.4,10.0
1665,19,2,5,3.1,5,90,4,1.2,4,6,3,1,0.6,42,8,2.7,1.0,1.3,7,5.0,6.4
1666,15,2,5,10.9,5,54,1,1.9,7,9,7,0,1.2,68,16,3.2,0.9,1.9,5,6.1,10.0
1667,13,1,5,8.0,5,65,6,1.7,9,2,6,1,0.5,89,6,0.8,3.2,0.8,6,3.3,10.0
1668,16,0,5,3.5,9,83,3,2.5,7,9,9,0,0.3,38,18,4.4,2.7,2.1,1,7.7,10.0
1669,13,0,2,4.1,7,57,8,1.2,5,9,9,0,1.4,42,5,2.7,3.2,1.0,7,6.2,8.1
1670,16,1,0,4.5,9,50,10,1.1,1,2,4,0,0.8,29,12,2.9,4.0,0.2,2,5.2,9.7
1671,18,2,2,2.6,7,97,3,1.5,2,2,1,0,0.3,124,14,1.7,0.0,1.0,2,4.9,6.0
1672,13,2,1,3.4,7,66,4,0.6,8,9,3,0,1.6,146,8,1.9,0.0,0.7,7,8.5,6.2
1673,16,0,2,6.9,8,53,4,0.4,7,2,4,0,1.0,110,7,0.7,0.4,0.9,8,7.9,7.6
1674,16,0,3,1.2,7,51,6,0.2,10,10,10,1,1.2,93,7,2.1,1.8,0.0,1,3.4,4.8
1675,14,2,3,4.6,8,89,7,1.7,8,10,6,1,0.6,61,16,2.7,0.4,0.3,4,9.3,7.9
1676,14,2,5,4.1,4,86,10,0.5,3,5,10,0,1.1,79,6,4.0,0.7,0.5,7,4.3,9.6
1677,17,1,5,3.1,5,97,5,1.5,8,1,6,1,1.2,139,7,4.1,2.8,1.3,2,3.7,10.0
1678,18,1,5,5.2,7,52,6,0.0,10,9,9,1,0.6,84,20,3.5,0.5,0.3,6,4.3,10.0
1679,18,2,2,3.5,6,57,1,0.2,7,2,8,0,1.8,83,8,1.4,0.0,1.7,10,8.6,4.8
1680,17,1,5,1.2,7,62,2,2.0,3,5,8,1,0.8,97,14,2.6,0.2,0.9,9,6.2,4.9
1681,19,0,1,5.4,3,66,8,0.2,10,7,5,1,0.2,106,11,1.2,2.0,0.1,1,4.2,10.0
1682,13,1,1,4.8,5,93,2,0.3,3,10,6,0,1.3,64,15,0.0,1.4,1.3,7,3.4,7.6
1683,15,2,3,3.5,8,74,7,0.0,9,6,3,0,1.2,68,19,2.3,1.8,0.0,10,5.3,8.8
1684,13,0,5,4.4,3,85,5,1.1,4,8,2,0,0.6,83,17,3.4,2.0,2.1,9,7.7,10.0
1685,15,0,3,5.2,7,50,5,0.6,3,3,6,1,1.5,97,18,1.1,0.1,0.0,6,6.7,8.2
1686,14,0,1,5.8,5,62,0,0.4,2,6,4,0,0.4,87,8,0.9,2.9,0.3,7,5.9,10.0
1687,18,2,2,6.2,6,88,8,0.6,2,7,3,1,0.2,82,12,3.4,1.4,0.4,5,7.5,10.0
1688,15,1,0,3.6,6,67,0,0.3,4,2,8,0,1.6,24,8,0.7,1.3,1.1,1,2.6,4.4
1689,15,0,2,4.9,5,88,3,0.7,10,10,5,1,0.5,36,12,3.0,3.4,0.7,2,6.0,10.0
1690,13,0,3,6.0,7,55,2,1.6,5,2,7,0,1.0,145,20,3.7,2.6,0.3,1,5.0,10.0
1691,15,1,1,7.3,5,58,1,0.6,9,9,8,0,0.5,36,17,1.8,3.0,1.4,7,4.6,10.0
1692,15,1,4,2.7,8,76,4,0.1,5,7,2,0,0.8,76,11,0.4,1.6,0.7,7,5.8,4.1
1693,15,0,3,8.3,7,57,6,0.0,4,2,9,1,1.6,36,11,4.5,1.1,3.0,6,2.7,10.0
1694,16,0,0,7.5,9,98,10,0.2,10,3,6,1,0.6,112,6,0.4,0.0,0.1,1,3.8,6.8
1695,18,2,2,5.1,8,85,10,1.4,8,2,1,1,0.5,122,15,3.2,1.0,0.2,8,8.7,10.0
1696,17,2,0,3.4,4,76,7,0.9,7,1,9,1,0.8,94,5,3.8,3.1,1.4,8,6.7,10.0
1697,15,1,5,4.7,6,72,5,1.7,9,9,6,1,0.7,25,11,1.6,1.2,1.5,2,8.4,7.0
1698,16,1,1,5.3,8,93,8,1.0,8,10,6,1,0.4,56,7,3.2,0.2,1.7,2,6.3,6.8
1699,13,0,2,8.3,6,82,6,1.6,7,6,3,1,0.3,106,17,2.2,0.0,0.7,4,2.8,10.0
1700,16,1,2,6.3,6,62,10,1.4,1,5,4,1,0.2,40,9,2.6,1.1,0.4,3,3.5,9.4
1701,17,0,3,7.0,7,65,7,0.0,7,4,7,1,0.0,25,8,2.3,2.3,1.5,6,7.6,10.0
1702,13,0,5,5.3,5,73,4,1.9,1,8,10,1,1.2,137,18,1.0,3.8,0.6,10,6.2,10.0
1703,14,1,4,3.7,9,50,6,1.9,7,9,9,0,1.5,147,13,3.3,1.8,0.9,7,3.8,9.4
1704,18,0,1,3.5,8,77,10,1.5,6,9,2,0,1.5,127,6,0.8,2.3,0.0,7,2.9,5.9
1705,18,0,4,3.3,7,70,0,1.8,7,4,8,1,0.3,51,6,2.8,3.3,0.9,10,5.5,7.8
1706,17,1,4,5.7,3,52,8,2.0,4,10,6,0,1.2,71,9,1.5,2.8,0.0,7,8.8,10.0
1707,17,0,5,4.5,5,83,2,1.9,6,6,4,0,1.0,24,16,1.5,1.1,0.2,2,6.7,8.1
1708,17,0,1,8.2,6,64,9,1.1,6,6,3,0,0.2,41,9,3.1,0.5,1.2,6,9.2,10.0
1709,15,0,4,3.6,6,73,6,0.0,4,10,7,0,1.0,37,17,3.1,1.1,1.4,8,5.3,8.9
1710,19,2,3,7.3,4,71,4,0.8,10,7,9,0,1.4,113,14,3.5,2.9,1.6,5,4.9,10.0
1711,15,0,1,4.1,5,75,3,0.7,1,10,1,1,1.0,55,18,1.7,0.3,0.3,7,9.5,8.1
1712,15,1,1,3.4,6,52,0,0.7,6,5,10,0,0.8,109,8,3.6,2.0,0.5,6,8.1,9.3
1713,14,1,4,3.6,9,69,9,1.9,1,3,6,0,1.2,26,18,2.6,0.1,0.0,8,5.0,5.9
1714,18,2,3,3.9,6,59,10,1.2,6,5,4,1,1.2,75,7,2.4,2.2,1.5,10,8.8,8.4
1715,19,2,3,9.0,6,95,9,1.1,5,6,1,0,0.3,81,14,2.1,0.7,2.0,2,4.2,10.0
1716,18,1,3,4.8,6,98,7,1.1,1,9,1,1,0.7,79,19,3.4,0.6,1.7,9,1.6,10.0
1717,13,0,2,5.1,5,73,8,1.4,4,1,3,0,2.1,75,5,3.2,2.2,1.5,7,7.4,10.0
1718,19,0,2,5.5,5,50,0,1.2,10,1,9,0,0.4,93,20,3.8,1.4,1.7,9,7.7,10.0
1719,17,1,0,6.3,6,97,1,0.3,6,1,2,1,1.0,126,15,2.0,2.7,0.7,9,6.6,10.0
1720,17,0,5,3.1,5,77,3,0.0,6,4,4,0,1.0,140,15,1.1,3.0,1.4,4,7.3,10.0
1721,15,1,4,8.7,4,93,1,1.7,7,9,8,1,0.4,26,9,2.3,2.1,0.6,5,3.6,10.0
1722,13,2,2,6.1,5,82,2,2.1,10,3,9,1,1.5,98,10,1.4,2.3,0.5,10,7.5,10.0
1723,17,2,5,1.9,5,77,6,1.7,5,4,6,0,0.3,133,14,2.3,2.1,2.1,10,6.4,8.9
1724,19,1,1,2.7,8,90,7,2.0,5,6,7,1,1.5,34,16,3.6,1.4,1.8,2,7.7,7.5
1725,16,2,2,1.5,5,55,8,0.7,8,4,4,0,1.2,48,19,2.0,1.4,0.6,3,5.5,6.8
1726,18,1,3,1.6,7,67,4,1.2,6,8,3,0,1.2,75,17,2.8,1.5,1.0,1,3.8,7.2
1727,16,0,2,8.1,3,85,3,0.9,4,4,4,1,1.1,98,18,3.3,1.9,2.5,2,3.9,10.0
1728,18,2,0,4.7,5,80,10,0.1,2,3,6,0,0.7,141,9,2.7,2.7,1.7,3,6.8,10.0
1729,19,2,2,6.3,8,90,9,1.3,4,5,3,0,0.9,134,20,3.1,1.7,0.0,1,4.5,10.0
1730,16,0,3,3.3,6,79,3,0.9,4,3,6,0,1.2,82,7,1.1,0.7,0.9,8,7.0,4.8
